program_started : 1563834679017741 : 8538
circBuffer.txt not found!
Starting with clean buffers
received_accepted_message : 1563836155514139 : 10.0.85.35
received_rejected_message : 1563836155979284 : 10.0.85.35
received_rejected_message : 1563836156192169 : 10.0.85.35
received_rejected_message : 1563836156422643 : 10.0.85.35
generated_message : 1563836166750620
sent_message : 1563836196877989 : 10.0.85.35
sent_message : 1563836197490392 : 10.0.85.35
sent_message : 1563836198074631 : 10.0.85.35
sent_message : 1563836198489407 : 10.0.85.35
sent_message : 1563836198900399 : 10.0.85.35
sent_message : 1563836199342001 : 10.0.85.35
sent_message : 1563836199686316 : 10.0.85.35
sent_message : 1563836200049423 : 10.0.85.35
sent_message : 1563836254140828 : 10.0.85.36
sent_message : 1563836254570387 : 10.0.85.36
sent_message : 1563836254982351 : 10.0.85.36
sent_message : 1563836255367872 : 10.0.85.36
sent_message : 1563836255724871 : 10.0.85.36
sent_message : 1563836257615013 : 10.0.85.36
received_rejected_message : 1563836156805244 : 10.0.85.35
received_accepted_message : 1563836257654517 : 10.0.85.35
generated_message : 1563836287674661
sent_message : 1563836313070048 : 10.0.85.37
sent_message : 1563836314441042 : 10.0.85.37
sent_message : 1563836314976473 : 10.0.85.37
sent_message : 1563836315400255 : 10.0.85.37
sent_message : 1563836315868837 : 10.0.85.37
sent_message : 1563836316280499 : 10.0.85.37
